,char,tag
666,"['马', '立', '维', '（', ' ', '1', '9', '2', '4', '～', '）', '广', '东', '台', '山', '人', '，', '生', '于', '新', '加', '坡']","['B_人物', 'M_人物', 'E_人物', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B_地点', 'M_地点', 'E_地点']"
667,"['陈', '思', '新', ' ', '1', '9', '3', '2', '年', '生', '于', '江', '西', '省', '全', '南', '县']","['B_人物', 'M_人物', 'E_人物', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B_地点', 'M_地点', 'M_地点', 'M_地点', 'M_地点', 'E_地点']"
668,"['《', '校', '园', '穿', '越', '：', '魅', '影', '的', '千', '年', '等', '待', '》', '是', '依', '然', '悠', '然', '创', '作', '的', '网', '络', '小', '说', '，', '发', '表', '于', '1', '7', 'k', '小', '说', '网']","['O', 'B_网络小说', 'M_网络小说', 'M_网络小说', 'M_网络小说', 'M_网络小说', 'M_网络小说', 'M_网络小说', 'M_网络小说', 'M_网络小说', 'M_网络小说', 'M_网络小说', 'E_网络小说', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B_网站', 'M_网站', 'M_网站', 'M_网站', 'M_网站', 'E_网站']"
669,"['《', '选', '墓', '》', '是', '连', '载', '于', '1', '7', 'k', '小', '说', '网', '的', '一', '本', '小', '说', '，', '作', '者', '是', '校', '衣', '流', '逝']","['O', 'B_网络小说', 'E_网络小说', 'O', 'O', 'O', 'O', 'O', 'B_网站', 'M_网站', 'M_网站', 'M_网站', 'M_网站', 'E_网站', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
670,"['墨', '里', '西', '·', '拉', '马', '略', '（', '葡', '萄', '牙', '语', '：', 'm', 'u', 'r', 'i', 'c', 'y', ' ', 'r', 'a', 'm', 'a', 'l', 'h', 'o', '）', '，', '1', '9', '5', '5', '年', '1', '1', '月', '3', '0', '日', '生', '于', '巴', '西', '圣', '保', '罗', '，', '是', '巴', '西', '已', '退', '役', '的', '足', '球', '运', '动', '员', '，', '曾', '任', '圣', '保', '罗', '队', '，', '弗', '洛', '米', '嫩', '塞', '队', '等', '多', '支', '巴', '西', '豪', '门', '主', '教', '练']","['B_人物', 'M_人物', 'M_人物', 'M_人物', 'M_人物', 'M_人物', 'E_人物', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B_地点', 'M_地点', 'M_地点', 'M_地点', 'E_地点', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
671,"['《', '真', '正', '的', '正', '义', '》', '是', '一', '部', '由', 'w', 'a', 'y', 'n', 'e', ' ', 'r', 'o', 's', 'e', '、', '凯', '欧', '尼', '·', '韦', '克', '斯', '曼', '、', '劳', '洛', '·', '查', '坦', '德', '联', '合', '执', '导', '，', '史', '蒂', '文', '·', '席', '格', '领', '衔', '主', '演', '的', '动', '作', '犯', '罪', '警', '匪', '剧', '集']","['O', 'B_影视作品', 'M_影视作品', 'M_影视作品', 'M_影视作品', 'E_影视作品', 'O', 'O', 'O', 'O', 'O', 'B_人物', 'M_人物', 'M_人物', 'M_人物', 'E_人物', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
672,"['蔡', '明', '凌', '晨', '做', '手', '术', '据', '导', '演', '英', '壮', '介', '绍', '，', '《', '马', '大', '姐', '新', '传', '》', '还', '会', '秉', '承', '英', '式', '情', '景', '喜', '剧', '轻', '松', '、', '诙', '谐', '、', '幽', '默', '的', '一', '贯', '特', '点', '，', '环', '境', '变', '了', '，', '周', '围', '的', '人', '也', '变', '了', '，', '但', '马', '大', '姐', '性', '格', '没', '变', '，', '她', '依', '然', '持', '续', '着', '管', '闲', '事', '的', '一', '贯', '作', '风', '，', '而', '养', '女', '艾', '嘉', '的', '婚', '事', '则', '成', '为', '另', '一', '个', '看', '点']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B_人物', 'E_人物', 'O', 'O', 'O', 'O', 'B_影视作品', 'M_影视作品', 'M_影视作品', 'M_影视作品', 'E_影视作品', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
673,"['闻', '启', '秀', ' ', ' ', '女', '，', '1', '9', '4', '4', '年', '7', '月', '生', '，', '江', '苏', '连', '云', '港', '人', '，', '中', '专', '文', '化', '．', '中', '共', '党', '员', '，', '江', '苏', '省', '连', '云', '港', '市', '交', '通', '局', '计', '财', '科', '科', '长', '、', '高', '级', '会', '计', '师']","['B_人物', 'M_人物', 'E_人物', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B_地点', 'M_地点', 'M_地点', 'M_地点', 'E_地点', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
674,"['3', '月', '2', '6', '日', '东', '方', '卫', '视', '、', '北', '京', '卫', '视', '播', '出', '第', '二', '名', '《', '美', '好', '生', '活', '》', '这', '部', '剧', '导', '演', '是', '刘', '进', '，', '曾', '经', '执', '导', '过', '《', '悬', '崖', '》', '、', '《', '一', '仆', '二', '主', '》', '、', '《', '白', '鹿', '原', '》', '等', '高', '口', '碑', '的', '电', '视', '剧']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B_人物', 'E_人物', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B_影视作品', 'M_影视作品', 'M_影视作品', 'E_影视作品', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
675,"['高', '明', '，', '甘', '肃', '省', '玉', '门', '市', '人', '，', '1', '9', '7', '5', '年', '1', '月', '出', '生', '，', '1', '9', '9', '7', '年', '6', '月', '加', '入', '中', '国', '共', '产', '党', '，', '1', '9', '9', '5', '年', '7', '月', '参', '加', '工', '作', '，', '研', '究', '生', '学', '历']","['B_人物', 'E_人物', 'O', 'B_地点', 'M_地点', 'M_地点', 'M_地点', 'M_地点', 'E_地点', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
676,"['《', '酒', '之', '国', '》', '是', 's', 'b', 's', '电', '视', '台', '2', '0', '0', '3', '年', '4', '月', '推', '出', '水', '木', '剧', '，', '由', '李', '振', '石', '执', '导', '，', '金', '载', '沅', '、', '金', '玟', '廷', '、', '李', '栋', '旭', '、', '崔', '江', '熙', '主', '演']","['O', 'B_影视作品', 'M_影视作品', 'E_影视作品', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B_人物', 'M_人物', 'E_人物', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
677,"['刘', '有', '明', '，', '男', '，', '汉', '族', '，', '1', '9', '6', '3', '年', '8', '月', '生', '，', '广', '西', '全', '州', '人', '，', '1', '9', '8', '9', '年', '7', '月', '加', '入', '中', '国', '共', '产', '党', '，', '1', '9', '8', '7', '年', '7', '月', '参', '加', '工', '作', '，', '武', '汉', '大', '学', '政', '治', '经', '济', '学', '专', '业', '毕', '业', '，', '研', '究', '生', '学', '历', '，', '经', '济', '学', '博', '士']","['B_人物', 'M_人物', 'E_人物', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B_学校', 'M_学校', 'M_学校', 'E_学校', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
678,"['《', '流', '年', '一', '去', '不', '复', '返', '》', '是', '假', '冒', '微', '光', '创', '作', '的', '网', '络', '小', '说', '，', '发', '表', '于', '1', '7', 'k', '小', '说', '网']","['O', 'B_网络小说', 'M_网络小说', 'M_网络小说', 'M_网络小说', 'M_网络小说', 'M_网络小说', 'E_网络小说', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B_网站', 'M_网站', 'M_网站', 'M_网站', 'M_网站', 'E_网站']"
679,"['《', '为', '你', '付', '出', '》', '是', '张', '凌', '枫', '的', '音', '乐', '作', '品', '，', '收', '录', '在', '《', '爱', '你', '在', '今', '天', '》', '专', '辑', '中']","['O', 'B_歌曲', 'M_歌曲', 'M_歌曲', 'E_歌曲', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B_音乐专辑', 'M_音乐专辑', 'M_音乐专辑', 'M_音乐专辑', 'E_音乐专辑', 'O', 'O', 'O', 'O']"
680,"['《', '明', '亮', '的', '心', '》', '由', '颢', '然', '导', '演', '，', '影', '片', '的', '主', '要', '节', '奏', '是', '沉', '稳', '的', '，', '同', '过', '人', '物', '内', '心', '的', '节', '奏', '推', '动', '推', '动', '情', '节', '向', '前', '发', '展', '，', '在', '一', '种', '真', '实', '的', '背', '景', '之', '下', '，', '颢', '然', '运', '用', '1', '2', '0', '0', '个', '电', '影', '镜', '头', '流', '畅', '地', '将', '故', '事', '向', '观', '众', '娓', '娓', '道', '来', '，', '于', '紧', '凑', '凝', '练', '之', '中', '显', '示', '出', '一', '个', '年', '轻', '导', '演', '的', '深', '厚', '功', '力']","['O', 'B_影视作品', 'M_影视作品', 'M_影视作品', 'E_影视作品', 'O', 'O', 'B_人物', 'E_人物', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
681,"['常', '正', '国', '，', '男', '，', '汉', '族', '，', '1', '9', '6', '4', '年', '1', '0', '月', '出', '生', '，', '甘', '肃', '会', '宁', '人', '，', '1', '9', '8', '7', '年', '1', '月', '加', '入', '中', '国', '共', '产', '党', '，', '1', '9', '8', '7', '年', '7', '月', '参', '加', '工', '作', '，', '西', '北', '师', '范', '大', '学', '人', '文', '地', '理', '学', '专', '业', '毕', '业', '，', '硕', '士', '研', '究', '生', '学', '历', '，', '助', '教']","['B_人物', 'M_人物', 'E_人物', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B_地点', 'M_地点', 'M_地点', 'E_地点', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
682,"['《', '盲', '人', '摸', '象', '》', '是', '儿', '童', '歌', '曲', '的', '音', '乐', '作', '品', '，', '收', '录', '在', '《', '中', '国', '优', '秀', '儿', '童', '歌', '曲', '》', '专', '辑', '中']","['O', 'B_歌曲', 'M_歌曲', 'M_歌曲', 'E_歌曲', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B_音乐专辑', 'M_音乐专辑', 'M_音乐专辑', 'M_音乐专辑', 'M_音乐专辑', 'M_音乐专辑', 'M_音乐专辑', 'E_音乐专辑', 'O', 'O', 'O', 'O']"
683,"['姚', '荣', '显', '(', '1', '9', '1', '8', '—', '1', '9', '4', '0', ')', '，', '1', '9', '3', '8', '年', '4', '月', '加', '入', '中', '国', '共', '产', '党', '，', '同', '月', '参', '加', '中', '华', '人', '民', '解', '放', '先', '锋', '队', '（', '简', '称', '“', '民', '先', '”', '贵', '阳', '地', '方', '部', '队', '，', '继', '续', '坚', '持', '革', '命', '活', '动', '，', '5', '月', '被', '捕', '，', '同', '年', '冬', '天', '越', '狱', '，', '1', '9', '4', '0', '年', '被', '国', '民', '党', '乡', '长', '指', '使', '他', '人', '杀', '害', '，', '时', '年', '2', '2', '岁']","['B_人物', 'M_人物', 'E_人物', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B_国家', 'E_国家', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
684,"['l', 'i', 't', 't', 'l', 'e', 'j', 'o', 'h', 'n', ' ', 'r', 'u', 'e', 's', 'h', 'a', ',', '爱', '尔', '兰', '籍', '足', '球', '运', '动', '员']","['B_人物', 'M_人物', 'M_人物', 'M_人物', 'M_人物', 'M_人物', 'M_人物', 'M_人物', 'M_人物', 'M_人物', 'M_人物', 'M_人物', 'M_人物', 'M_人物', 'M_人物', 'M_人物', 'E_人物', 'O', 'B_国家', 'M_国家', 'E_国家', 'O', 'O', 'O', 'O', 'O', 'O']"
685,"['汉', '密', '尔', '顿', '·', '洛', '佩', '斯', '是', '危', '地', '马', '拉', '足', '球', '队', '的', '一', '名', '后', '卫', '运', '动', '员']","['B_人物', 'M_人物', 'M_人物', 'M_人物', 'M_人物', 'M_人物', 'M_人物', 'E_人物', 'O', 'B_国家', 'M_国家', 'M_国家', 'E_国家', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
686,"['《', '牵', '引', '我', '来', '爱', '》', '是', '千', '颖', '创', '作', '的', '网', '络', '小', '说', '，', '发', '表', '于', '晋', '江', '文', '学', '网']","['O', 'B_网络小说', 'M_网络小说', 'M_网络小说', 'M_网络小说', 'E_网络小说', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B_网站', 'M_网站', 'M_网站', 'M_网站', 'E_网站']"
687,"['王', '玲', '，', '女', ' ', '，', '1', '9', '8', '7', '年', '7', '月', '毕', '业', '于', '内', '蒙', '医', '学', '院', '医', '学', '系', '，', '获', '学', '士', '学', '位', '，', '从', '事', '消', '化', '内', '科', '专', '业', '2', '3', '年', '，', '从', '事', '内', '镜', '操', '作', '1', '5', '年']","['B_人物', 'E_人物', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B_学校', 'M_学校', 'M_学校', 'M_学校', 'E_学校', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
688,"['《', '古', '法', '今', '爱', '》', '是', '十', '几', '创', '作', '的', '网', '络', '小', '说', '，', '发', '表', '于', '1', '7', 'k', '小', '说', '网']","['O', 'B_网络小说', 'M_网络小说', 'M_网络小说', 'E_网络小说', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B_网站', 'M_网站', 'M_网站', 'M_网站', 'M_网站', 'E_网站']"
689,"['《', '法', '庭', '浪', '子', '》', '是', '2', '0', '1', '4', '年', '上', '映', '的', '美', '国', '电', '影', '，', '由', 's', 'a', 'm', ' ', 'r', 'a', 'i', 'm', 'i', '导', '演']","['O', 'B_影视作品', 'M_影视作品', 'M_影视作品', 'E_影视作品', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B_人物', 'M_人物', 'E_人物', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
690,"['《', '星', '火', '燎', '原', '之', '云', '雾', '街', '》', '是', '由', '贵', '州', '夜', '之', '郎', '影', '视', '文', '化', '传', '媒', '、', '笛', '女', '阿', '瑞', '斯', '传', '媒', '联', '合', '出', '品', '的', '红', '色', '年', '代', '传', '奇', '剧']","['O', 'B_影视作品', 'M_影视作品', 'M_影视作品', 'M_影视作品', 'M_影视作品', 'M_影视作品', 'M_影视作品', 'E_影视作品', 'O', 'O', 'O', 'B_企业', 'M_企业', 'M_企业', 'M_企业', 'M_企业', 'M_企业', 'M_企业', 'M_企业', 'M_企业', 'M_企业', 'E_企业', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
691,"['《', '东', '方', '十', '二', '宫', '》', '是', '连', '载', '于', '1', '7', 'k', '小', '说', '网', '的', '一', '本', '热', '血', '青', '春', '类', '小', '说', '，', '作', '者', '是', '天', '武', '学', '人']","['O', 'B_网络小说', 'M_网络小说', 'M_网络小说', 'M_网络小说', 'E_网络小说', 'O', 'O', 'O', 'O', 'O', 'B_网站', 'M_网站', 'M_网站', 'M_网站', 'M_网站', 'E_网站', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
692,"['张', '姣', '2', '0', '0', '2', '年', '服', '役', '于', '中', '国', '人', '民', '解', '放', '军', '总', '装', '备', '部', ',', '2', '0', '1', '0', '年', '毕', '业', '于', '中', '国', '传', '媒', '大', '学', '播', '音', '主', '持', '系', '，', '现', '任', '中', '央', '电', '视', '台', '《', '中', '国', '食', '品', '质', '量', '报', '道', '》', '栏', '目', '制', '片', '及', '主', '持', '人']","['B_人物', 'E_人物', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B_学校', 'M_学校', 'M_学校', 'M_学校', 'M_学校', 'M_学校', 'M_学校', 'M_学校', 'M_学校', 'M_学校', 'E_学校', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
693,"['《', '百', '万', '日', '元', '的', '女', '人', '们', '》', '是', 'n', 'e', 't', 'f', 'l', 'i', 'x', '与', '东', '京', '电', '视', '台', '携', '手', '制', '作', '的', '电', '视', '连', '续', '剧', '，', '由', ' ', '藤', '井', '道', '人', '等', '执', '导', '，', '山', '田', '能', '、', '原', '广', '利', '、', '桑', '岛', '宪', '司', '编', '剧', '，', '野', '田', '洋', '次', '郎', '主', '演', '，', '2', '0', '1', '7', '年', '4', '月', '7', '日', '起', '在', '网', '络', '播', '出', '，', '4', '月', '1', '3', '日', '起', '在', '东', '京', '电', '视', '台', '播', '出']","['O', 'B_影视作品', 'M_影视作品', 'M_影视作品', 'M_影视作品', 'M_影视作品', 'M_影视作品', 'M_影视作品', 'E_影视作品', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B_人物', 'M_人物', 'M_人物', 'E_人物', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
694,"['《', '红', '衣', '手', '记', '》', '（', 't', 'h', 'e', ' ', 'w', 'h', 'i', 't', 'e', ' ', 'f', 'l', 'a', 'm', 'e', '）', '是', '由', '香', '港', '电', '视', '广', '播', '有', '限', '公', '司', '拍', '摄', '制', '作', '的', '医', '疗', '时', '装', '剧', '，', '由', '刘', '仕', '裕', '执', '导', '，', '佘', '诗', '曼', '、', '陈', '键', '锋', '等', '主', '演']","['O', 'B_影视作品', 'M_影视作品', 'M_影视作品', 'E_影视作品', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B_企业', 'M_企业', 'M_企业', 'M_企业', 'M_企业', 'M_企业', 'M_企业', 'M_企业', 'M_企业', 'E_企业', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
695,"['《', '管', '他', '谁', '爱', '谁', '》', '是', '迪', '克', '牛', '仔', '的', '音', '乐', '作', '品', '，', '收', '录', '在', '《', '我', '这', '个', '你', '不', '爱', '的', '人', '》', '专', '辑', '中']","['O', 'B_歌曲', 'M_歌曲', 'M_歌曲', 'M_歌曲', 'E_歌曲', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B_音乐专辑', 'M_音乐专辑', 'M_音乐专辑', 'M_音乐专辑', 'M_音乐专辑', 'M_音乐专辑', 'M_音乐专辑', 'E_音乐专辑', 'O', 'O', 'O', 'O']"
696,"[',', ' ', ' ', '张', '明', '2', '0', '0', '4', '年', ' ', '人', '文', '敏', '感', '型', '设', '计', '：', '对', '中', '国', '最', '近', '实', '例', '的', '研', '究']","['O', 'O', 'O', 'B_人物', 'E_人物', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B_国家', 'E_国家', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
697,"['黄', '秋', '发', '(', '1', '9', '2', '5', '-', '1', '9', '4', '6', ')', '祖', '籍', '广', '东', '省', '潮', '州', '市', '，', '出', '生', '于', '泰', '国', '曼', '谷', '的', '一', '个', '华', '侨', '小', '商', '之', '家', '，', '革', '命', '烈', '士']","['B_人物', 'M_人物', 'E_人物', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B_地点', 'M_地点', 'M_地点', 'E_地点', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
698,"['2', '0', '0', '5', '年', '，', '谷', '德', '昭', '执', '导', '动', '作', '爱', '情', '喜', '剧', '电', '影', '《', '龙', '甘', '威', '2', '》', '2', '0']","['O', 'O', 'O', 'O', 'O', 'O', 'B_人物', 'M_人物', 'E_人物', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B_影视作品', 'M_影视作品', 'M_影视作品', 'E_影视作品', 'O', 'O', 'O']"
699,"['李', '勇', '平', '，', '男', '，', '1', '9', '8', '6', '年', '毕', '业', '于', '国', '防', '科', '技', '大', '学', '，', '2', '0', '0', '0', '年', '在', '英', '国', '萨', '里', '大', '学', '获', '电', '子', '工', '程', '学', '博', '士', '学', '位']","['B_人物', 'M_人物', 'E_人物', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B_学校', 'M_学校', 'M_学校', 'M_学校', 'M_学校', 'E_学校', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
700,"['《', 'h', 'p', '工', '藤', '金', '一', '少', '女', '事', '件', '簿', '》', '是', '书', '签', '蓝', '字', '创', '作', '的', '网', '络', '小', '说', '，', '发', '表', '于', '1', '7', 'k', '小', '说', '网']","['O', 'B_网络小说', 'M_网络小说', 'M_网络小说', 'M_网络小说', 'M_网络小说', 'M_网络小说', 'M_网络小说', 'M_网络小说', 'M_网络小说', 'M_网络小说', 'E_网络小说', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B_网站', 'M_网站', 'M_网站', 'M_网站', 'M_网站', 'E_网站']"
